"Id","SalePrice"
1461,115497.093921712
1462,163684.655162251
1463,184570.802918462
1464,194387.0646475
1465,201213.112038134
1466,169138.167820624
1467,176787.741032217
1468,162755.191498669
1469,197252.847100702
1470,120414.341617869
1471,193786.057730945
1472,92969.726391634
1473,90865.9378543841
1474,150495.167313521
1475,110329.723071793
1476,359150.785850564
1477,256266.199403853
1478,294643.700762227
1479,283257.591852138
1480,482376.757080216
1481,347163.714144768
1482,221175.751692349
1483,180576.070422958
1484,166988.744342757
1485,190921.856515769
1486,196914.614367387
1487,328516.406788662
1488,234852.648575338
1489,199245.475980951
1490,225416.303145789
1491,196341.007023467
1492,92056.2529107411
1493,194971.097919267
1494,298521.425276593
1495,295554.42013876
1496,228266.508151806
1497,181048.428853496
1498,168660.513974065
1499,159402.910678615
1500,154079.432722376
1501,173736.552115069
1502,149130.083262547
1503,277174.256211178
1504,243680.606531994
1505,222314.055282668
1506,197223.08487372
1507,243330.306170885
1508,199888.321516337
1509,161151.402773585
1510,146512.858054593
1511,145979.982901191
1512,178563.526087109
1513,140759.780348283
1514,150945.623111806
1515,185959.491636307
1516,154358.211596479
1517,172313.735103383
1518,136681.085725545
1519,213906.735849375
1520,130623.038992812
1521,131362.546241588
1522,173538.207582779
1523,110942.248485067
1524,123739.169539021
1525,118321.201531159
1526,119243.096064922
1527,105093.866685163
1528,137079.341797159
1529,150430.367525448
1530,181528.125581649
1531,106878.759898113
1532,101830.734957584
1533,157758.983970151
1534,119749.83132936
1535,152711.240854937
1536,109759.837311105
1537,66708.5221793132
1538,159525.95549756
1539,196968.945903242
1540,95403.4341605879
1541,139727.325992251
1542,139467.681519075
1543,190948.472219489
1544,88392.4781471318
1545,113323.087861422
1546,131539.858572339
1547,130860.0385691
1548,136218.299062239
1549,118774.734723778
1550,133766.529865419
1551,113806.049810198
1552,130482.639220406
1553,151507.419392388
1554,119316.748834948
1555,164026.836218069
1556,87027.9501924543
1557,108981.352868027
1558,94160.971117382
1559,83966.6623311827
1560,137793.312226424
1561,126948.831097861
1562,131872.012760538
1563,121163.816672371
1564,162168.856548864
1565,145986.76074029
1566,243825.071868816
1567,76546.3804767361
1568,236745.607843792
1569,132863.310939011
1570,141917.809932296
1571,123845.287062583
1572,145447.859432836
1573,229261.818776449
1574,116318.97173265
1575,230182.232321116
1576,242752.378008781
1577,186591.363191275
1578,144021.813481134
1579,144984.411888217
1580,194064.785026745
1581,160311.771107291
1582,126880.018800873
1583,307060.539658286
1584,218903.549755614
1585,142098.701645638
1586,61971.641580293
1587,98792.73257479
1588,151276.467739518
1589,98684.0677638574
1590,134248.383815218
1591,98030.4093008992
1592,114589.508080297
1593,121147.126719222
1594,133097.156744299
1595,111996.185822476
1596,237844.294926863
1597,188688.73592369
1598,225905.267793188
1599,171954.41929952
1600,171936.690439577
1601,64231.6582769951
1602,107327.275988526
1603,79824.0421692326
1604,270449.849370586
1605,245851.07028357
1606,171666.129810261
1607,173960.435292403
1608,222249.421787353
1609,188088.665995288
1610,151711.132431427
1611,145106.235778029
1612,169049.150694131
1613,162396.9898004
1614,124179.746620434
1615,89340.4619542236
1616,78401.7087847063
1617,88690.0920876295
1618,120682.564473726
1619,132420.667004369
1620,166428.133776188
1621,127741.141953332
1622,141477.999803495
1623,281434.897674578
1624,214025.96508911
1625,118526.968186504
1626,168090.701278828
1627,184243.87935083
1628,277079.481740651
1629,178430.975180506
1630,341909.634329376
1631,226988.677554506
1632,254408.519213969
1633,173711.183230098
1634,188693.661581966
1635,178594.033354651
1636,153381.524280818
1637,196517.355562709
1638,188471.925294683
1639,181456.662657577
1640,259352.123400092
1641,179485.619545099
1642,236910.520279208
1643,216246.84300283
1644,233820.935945376
1645,197551.231173724
1646,158801.998374007
1647,157171.445561062
1648,132513.61780769
1649,139339.447053827
1650,113294.098191285
1651,119301.654876938
1652,96940.9781084844
1653,99829.357487449
1654,145812.366011263
1655,141871.228875486
1656,144699.537062234
1657,148940.732543903
1658,147215.127448078
1659,117573.05885747
1660,152286.055407429
1661,440488.129117537
1662,384850.268325384
1663,365867.23020044
1664,498602.589373124
1665,295697.389226212
1666,329463.683149718
1667,356363.761424873
1668,328019.38366396
1669,295402.081440452
1670,331048.771031564
1671,267204.723929563
1672,427935.560438408
1673,296776.29590392
1674,241719.924508898
1675,197234.907642075
1676,200854.758329075
1677,225857.199311999
1678,457330.05195855
1679,390936.385545164
1680,334512.859133416
1681,242794.270020739
1682,315106.601369983
1683,188210.123810593
1684,176734.021999953
1685,174260.003109255
1686,173902.956916999
1687,173092.7244624
1688,190951.52214109
1689,193917.478823006
1690,196869.39251789
1691,187011.653528486
1692,253851.329591241
1693,172788.888669519
1694,181859.179476278
1695,163974.471607568
1696,272352.096946514
1697,169395.218288985
1698,345892.152272536
1699,322643.883980482
1700,250461.366841087
1701,278436.878302272
1702,250974.984193689
1703,253950.405145556
1704,280472.853385617
1705,231810.785486222
1706,403077.743234714
1707,213648.88437649
1708,205160.835382027
1709,267300.683547154
1710,221815.505686195
1711,263184.186947841
1712,250522.795496124
1713,266932.988238546
1714,226125.436229999
1715,209350.542458245
1716,181798.996160694
1717,179055.653202116
1718,139865.675140111
1719,205843.938043514
1720,232282.929931042
1721,160099.231915199
1722,122400.918030819
1723,150754.011108662
1724,203266.035687201
1725,239411.68052335
1726,188786.485368022
1727,159956.527605027
1728,173959.663667129
1729,163425.11225212
1730,153845.457260895
1731,124296.535380643
1732,124113.720858146
1733,112345.655344917
1734,115103.346545164
1735,127068.447997188
1736,112199.907224006
1737,291736.227807966
1738,253490.986160015
1739,229074.161921687
1740,217962.268509567
1741,185579.437767215
1742,170796.147988284
1743,180274.451899221
1744,307620.230857152
1745,228157.187930788
1746,188619.149793572
1747,217417.573770566
1748,226757.613243246
1749,149448.210720348
1750,130183.491628106
1751,249908.620290898
1752,117912.36962093
1753,151009.320221858
1754,195618.114495942
1755,168072.098308135
1756,123663.900976989
1757,118765.025096873
1758,140950.84501175
1759,164086.751132994
1760,169346.136881099
1761,148628.160277417
1762,174745.205503375
1763,184306.868375341
1764,116859.722794909
1765,168881.00006167
1766,183474.081266703
1767,222891.250813823
1768,144151.438397197
1769,178049.315851636
1770,155714.088627165
1771,127344.043607268
1772,139656.689599929
1773,123040.817705523
1774,144925.645675646
1775,140063.283888553
1776,123613.767978766
1777,103608.471625405
1778,143153.64100154
1779,112691.350313009
1780,181025.073082087
1781,127497.854794604
1782,84564.1027647177
1783,141619.207690401
1784,103850.46354949
1785,117680.09714734
1786,149135.620664781
1787,162214.13319759
1788,62873.7006987366
1789,100502.783210632
1790,78614.4550468188
1791,184837.803423776
1792,157718.770369501
1793,133188.9847694
1794,158251.641734445
1795,133445.160463673
1796,119326.164942072
1797,114229.488459681
1798,123085.064559801
1799,109385.103660659
1800,132536.89846481
1801,129454.613298535
1802,134125.558373659
1803,150430.599559311
1804,146152.305207451
1805,136886.221881919
1806,128152.941743741
1807,131610.34956374
1808,123310.294161796
1809,123667.787251198
1810,136008.887804559
1811,97838.3748682275
1812,97688.9270338362
1813,121860.827866364
1814,92609.0145080729
1815,54798.4628279504
1816,94872.8769549088
1817,107822.384105861
1818,143277.615310158
1819,124522.887454638
1820,70559.1331966436
1821,112073.319054462
1822,147544.768487962
1823,52744.7120433078
1824,130537.260762705
1825,132541.175066239
1826,101228.006356416
1827,104785.46138821
1828,135257.33843096
1829,123346.635224468
1830,144944.059505445
1831,150771.130402452
1832,78137.3257551422
1833,131121.986888028
1834,120019.429416956
1835,130396.616552758
1836,120379.583201929
1837,88179.6287066043
1838,126455.115170295
1839,95930.2286667791
1840,156759.594141055
1841,150713.317827305
1842,91613.3931032649
1843,128439.016564283
1844,139365.561503309
1845,144544.276115661
1846,155916.130738722
1847,168298.150760292
1848,53961.7999425555
1849,102239.7615201
1850,118922.134179579
1851,156784.863047991
1852,126399.689703596
1853,132073.555617499
1854,168081.453979281
1855,156644.056607798
1856,223334.983150369
1857,136077.901209344
1858,133750.2647446
1859,116425.861844696
1860,147969.098960203
1861,115465.212826744
1862,305014.795389144
1863,288899.399321688
1864,288965.376000148
1865,314159.931818582
1866,306738.157280478
1867,224717.492236217
1868,285355.148008055
1869,205522.393600434
1870,221349.656843713
1871,240521.928267286
1872,173713.643618927
1873,245480.754303156
1874,144691.304808685
1875,201605.551264003
1876,196144.413845916
1877,209000.427760846
1878,196490.113823798
1879,130637.739131312
1880,131108.770131608
1881,235954.197117245
1882,249277.036037082
1883,189237.184455161
1884,203038.260907821
1885,239480.393972631
1886,280966.311761826
1887,215010.692045807
1888,264406.511813763
1889,168006.832789231
1890,122322.834689124
1891,138497.321246839
1892,96988.8475070142
1893,133008.125592556
1894,128831.304772182
1895,138457.072293606
1896,122494.404697869
1897,114025.228193728
1898,113204.763290056
1899,157503.307736958
1900,142170.156633777
1901,174743.041982459
1902,146318.919199579
1903,216678.44546015
1904,143767.979335265
1905,206984.038895648
1906,149161.165786412
1907,211897.794361886
1908,108156.499370637
1909,136745.971517943
1910,120590.823197854
1911,220917.716662897
1912,342502.348316622
1913,139335.739428193
1914,70359.9862884948
1915,298667.509630647
1916,57385.4276521279
1917,251065.423019849
1918,138935.304432413
1919,178788.839959954
1920,159209.966826981
1921,372819.586123088
1922,304759.982215705
1923,231592.249050856
1924,246408.895075089
1925,197372.735653533
1926,355758.290610751
1927,133849.598564479
1928,157599.477260995
1929,124417.069499382
1930,129741.359665085
1931,138297.618812151
1932,131340.293540578
1933,172256.483916691
1934,177130.369545312
1935,166721.952905095
1936,188036.714526027
1937,181017.031657835
1938,177281.543434459
1939,253635.303549983
1940,196665.026173825
1941,169854.553587797
1942,188776.224024631
1943,219256.725250013
1944,349175.11517933
1945,377008.579907956
1946,139252.567235915
1947,320244.027542159
1948,172757.042208216
1949,243612.511487871
1950,187956.758365558
1951,261000.126260215
1952,231830.766087579
1953,169670.596224522
1954,187768.571388476
1955,135443.119722121
1956,306488.89819659
1957,154052.711493867
1958,289971.754300767
1959,144731.719379184
1960,112696.075209675
1961,118840.974781192
1962,94097.7954752537
1963,100184.827281323
1964,105885.271137195
1965,146065.85121181
1966,134854.68674997
1967,280810.933160228
1968,425224.356768677
1969,377966.209297491
1970,425859.77584989
1971,460414.304941589
1972,373127.287360532
1973,279878.384293016
1974,321917.137062863
1975,533937.975663007
1976,269656.466155885
1977,347780.110988272
1978,354387.275828568
1979,345516.023966594
1980,213933.238983548
1981,330350.611672194
1982,227446.556150952
1983,214274.195124598
1984,176998.346422522
1985,222150.889942539
1986,215596.325358185
1987,181399.259633527
1988,175725.04713244
1989,195625.813153497
1990,210609.30779411
1991,243439.214869062
1992,212459.284937422
1993,167967.483127557
1994,227123.409762429
1995,183517.880701973
1996,258135.782611834
1997,310384.321021345
1998,311124.476299006
1999,270910.41122336
2000,326858.641927419
2001,281668.441097655
2002,241744.448138273
2003,259979.491372586
2004,279710.626045226
2005,217917.133782453
2006,230037.780134629
2007,257255.122913885
2008,216372.496658895
2009,196938.366994184
2010,196740.274490108
2011,138609.614433863
2012,176414.780277956
2013,179935.655326594
2014,187627.811071405
2015,210948.151821915
2016,190771.578487965
2017,198811.881298499
2018,118553.22228656
2019,132622.436660038
2020,109350.587114407
2021,104676.266888247
2022,187297.709858818
2023,144226.623546132
2024,272231.041972777
2025,366540.962458619
2026,176793.80239355
2027,156764.841777
2028,150847.058471065
2029,164597.864558959
2030,265037.331151219
2031,233106.904843444
2032,248056.388115004
2033,256385.044715842
2034,169756.748130757
2035,221111.335524555
2036,197671.461866418
2037,200382.361590475
2038,302686.849841065
2039,231460.973340268
2040,275460.20097322
2041,305184.555624539
2042,204280.9483484
2043,178592.968797701
2044,167857.456166508
2045,214144.662451169
2046,144068.702329397
2047,142898.743157478
2048,139925.878899109
2049,143513.185900991
2050,176408.859598499
2051,102435.711315632
2052,127911.805001507
2053,146842.000189646
2054,83297.5682988315
2055,156588.185255778
2056,149237.235547313
2057,114307.313368929
2058,219833.668734841
2059,134879.387763179
2060,172728.582368477
2061,173170.403826617
2062,128488.137949407
2063,116253.023554082
2064,137980.572023558
2065,117513.980993297
2066,170437.675054193
2067,116489.179918188
2068,145248.479654776
2069,83473.4114115794
2070,114016.978613305
2071,89652.3350565002
2072,133134.738412712
2073,132321.405231153
2074,186922.317385221
2075,150446.661939094
2076,116155.812492826
2077,157408.149735214
2078,125430.088413399
2079,132617.162245521
2080,117787.289893902
2081,122315.587493734
2082,123534.497369988
2083,147320.662777236
2084,108692.339907279
2085,119044.75351513
2086,114374.66512783
2087,123536.516452253
2088,95740.4579799907
2089,78240.8667364169
2090,130149.601855411
2091,112182.285796212
2092,124101.935376023
2093,121141.787934305
2094,116992.441264913
2095,141461.891047607
2096,82787.013291793
